Token	POS-Tag	OOV	Id	Index	Granularidade	Documento
17	['DET', 'PROPN', 'ADP', 'PROPN', 'PUNCT', 'PROPN', 'CCONJ', 'PROPN', 'PROPN', 'ADP', 'PROPN', 'VERB', 'DET', 'NOUN', 'ADP', 'NOUN', 'VERB', 'ADP', 'NUM', 'NOUN', 'PRON', 'VERB', 'ADV', 'ADP', 'PROPN', 'ADP', 'NUM', 'PUNCT', 'DET', 'NOUN', 'VERB', 'SCONJ', 'ADV', 'VERB', 'NOUN', 'ADP', 'NOUN', 'PUNCT', 'CCONJ', 'DET', 'NOUN', 'AUX', 'VERB', 'ADV', 'PUNCT']	[0, 0, 0, 1, 0, 1, 0, 0, 1, 0, 0, 1, 0, 1, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 1, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0]	18	17	1	O Instituto de Astronomia , Geofísica e Ciências Atmosféricas da USP detectou um asteroide com diâmetro estimado de 200 metros que passará próximo à Terra em 2031 . Os cientistas garantem que não há risco de colisão , mas o objeto será monitorado continuamente .
Pesquisadores	NOUN	1	19	0	0	Pesquisadores brasileiros desenvolveram uma bateria feita de casca de banana que tem capacidade de armazenar energia equivalente a baterias de lítio convencionais , a um custo 40 % menor . A inovação utiliza resíduos agroindustriais e é totalmente biodegradável .
brasileiros	ADJ	0	19	1	0	Pesquisadores brasileiros desenvolveram uma bateria feita de casca de banana que tem capacidade de armazenar energia equivalente a baterias de lítio convencionais , a um custo 40 % menor . A inovação utiliza resíduos agroindustriais e é totalmente biodegradável .
desenvolveram	VERB	0	19	2	0	Pesquisadores brasileiros desenvolveram uma bateria feita de casca de banana que tem capacidade de armazenar energia equivalente a baterias de lítio convencionais , a um custo 40 % menor . A inovação utiliza resíduos agroindustriais e é totalmente biodegradável .
uma	DET	0	19	3	0	Pesquisadores brasileiros desenvolveram uma bateria feita de casca de banana que tem capacidade de armazenar energia equivalente a baterias de lítio convencionais , a um custo 40 % menor . A inovação utiliza resíduos agroindustriais e é totalmente biodegradável .
bateria	NOUN	0	19	4	0	Pesquisadores brasileiros desenvolveram uma bateria feita de casca de banana que tem capacidade de armazenar energia equivalente a baterias de lítio convencionais , a um custo 40 % menor . A inovação utiliza resíduos agroindustriais e é totalmente biodegradável .
feita	VERB	0	19	5	0	Pesquisadores brasileiros desenvolveram uma bateria feita de casca de banana que tem capacidade de armazenar energia equivalente a baterias de lítio convencionais , a um custo 40 % menor . A inovação utiliza resíduos agroindustriais e é totalmente biodegradável .
de	ADP	0	19	6	0	Pesquisadores brasileiros desenvolveram uma bateria feita de casca de banana que tem capacidade de armazenar energia equivalente a baterias de lítio convencionais , a um custo 40 % menor . A inovação utiliza resíduos agroindustriais e é totalmente biodegradável .
casca	NOUN	0	19	7	0	Pesquisadores brasileiros desenvolveram uma bateria feita de casca de banana que tem capacidade de armazenar energia equivalente a baterias de lítio convencionais , a um custo 40 % menor . A inovação utiliza resíduos agroindustriais e é totalmente biodegradável .
de	ADP	0	19	8	0	Pesquisadores brasileiros desenvolveram uma bateria feita de casca de banana que tem capacidade de armazenar energia equivalente a baterias de lítio convencionais , a um custo 40 % menor . A inovação utiliza resíduos agroindustriais e é totalmente biodegradável .
banana	NOUN	1	19	9	0	Pesquisadores brasileiros desenvolveram uma bateria feita de casca de banana que tem capacidade de armazenar energia equivalente a baterias de lítio convencionais , a um custo 40 % menor . A inovação utiliza resíduos agroindustriais e é totalmente biodegradável .
que	PRON	0	19	10	0	Pesquisadores brasileiros desenvolveram uma bateria feita de casca de banana que tem capacidade de armazenar energia equivalente a baterias de lítio convencionais , a um custo 40 % menor . A inovação utiliza resíduos agroindustriais e é totalmente biodegradável .
tem	VERB	0	19	11	0	Pesquisadores brasileiros desenvolveram uma bateria feita de casca de banana que tem capacidade de armazenar energia equivalente a baterias de lítio convencionais , a um custo 40 % menor . A inovação utiliza resíduos agroindustriais e é totalmente biodegradável .
capacidade	NOUN	0	19	12	0	Pesquisadores brasileiros desenvolveram uma bateria feita de casca de banana que tem capacidade de armazenar energia equivalente a baterias de lítio convencionais , a um custo 40 % menor . A inovação utiliza resíduos agroindustriais e é totalmente biodegradável .
de	SCONJ	0	19	13	0	Pesquisadores brasileiros desenvolveram uma bateria feita de casca de banana que tem capacidade de armazenar energia equivalente a baterias de lítio convencionais , a um custo 40 % menor . A inovação utiliza resíduos agroindustriais e é totalmente biodegradável .
armazenar	VERB	1	19	14	0	Pesquisadores brasileiros desenvolveram uma bateria feita de casca de banana que tem capacidade de armazenar energia equivalente a baterias de lítio convencionais , a um custo 40 % menor . A inovação utiliza resíduos agroindustriais e é totalmente biodegradável .
energia	NOUN	0	19	15	0	Pesquisadores brasileiros desenvolveram uma bateria feita de casca de banana que tem capacidade de armazenar energia equivalente a baterias de lítio convencionais , a um custo 40 % menor . A inovação utiliza resíduos agroindustriais e é totalmente biodegradável .
equivalente	ADJ	0	19	16	0	Pesquisadores brasileiros desenvolveram uma bateria feita de casca de banana que tem capacidade de armazenar energia equivalente a baterias de lítio convencionais , a um custo 40 % menor . A inovação utiliza resíduos agroindustriais e é totalmente biodegradável .
a	ADP	0	19	17	0	Pesquisadores brasileiros desenvolveram uma bateria feita de casca de banana que tem capacidade de armazenar energia equivalente a baterias de lítio convencionais , a um custo 40 % menor . A inovação utiliza resíduos agroindustriais e é totalmente biodegradável .
baterias	NOUN	0	19	18	0	Pesquisadores brasileiros desenvolveram uma bateria feita de casca de banana que tem capacidade de armazenar energia equivalente a baterias de lítio convencionais , a um custo 40 % menor . A inovação utiliza resíduos agroindustriais e é totalmente biodegradável .
de	ADP	0	19	19	0	Pesquisadores brasileiros desenvolveram uma bateria feita de casca de banana que tem capacidade de armazenar energia equivalente a baterias de lítio convencionais , a um custo 40 % menor . A inovação utiliza resíduos agroindustriais e é totalmente biodegradável .
lítio	NOUN	1	19	20	0	Pesquisadores brasileiros desenvolveram uma bateria feita de casca de banana que tem capacidade de armazenar energia equivalente a baterias de lítio convencionais , a um custo 40 % menor . A inovação utiliza resíduos agroindustriais e é totalmente biodegradável .
convencionais	ADJ	0	19	21	0	Pesquisadores brasileiros desenvolveram uma bateria feita de casca de banana que tem capacidade de armazenar energia equivalente a baterias de lítio convencionais , a um custo 40 % menor . A inovação utiliza resíduos agroindustriais e é totalmente biodegradável .
,	PUNCT	0	19	22	0	Pesquisadores brasileiros desenvolveram uma bateria feita de casca de banana que tem capacidade de armazenar energia equivalente a baterias de lítio convencionais , a um custo 40 % menor . A inovação utiliza resíduos agroindustriais e é totalmente biodegradável .
a	ADP	0	19	23	0	Pesquisadores brasileiros desenvolveram uma bateria feita de casca de banana que tem capacidade de armazenar energia equivalente a baterias de lítio convencionais , a um custo 40 % menor . A inovação utiliza resíduos agroindustriais e é totalmente biodegradável .
um	DET	0	19	24	0	Pesquisadores brasileiros desenvolveram uma bateria feita de casca de banana que tem capacidade de armazenar energia equivalente a baterias de lítio convencionais , a um custo 40 % menor . A inovação utiliza resíduos agroindustriais e é totalmente biodegradável .
custo	NOUN	0	19	25	0	Pesquisadores brasileiros desenvolveram uma bateria feita de casca de banana que tem capacidade de armazenar energia equivalente a baterias de lítio convencionais , a um custo 40 % menor . A inovação utiliza resíduos agroindustriais e é totalmente biodegradável .
40	NUM	0	19	26	0	Pesquisadores brasileiros desenvolveram uma bateria feita de casca de banana que tem capacidade de armazenar energia equivalente a baterias de lítio convencionais , a um custo 40 % menor . A inovação utiliza resíduos agroindustriais e é totalmente biodegradável .
%	SYM	0	19	27	0	Pesquisadores brasileiros desenvolveram uma bateria feita de casca de banana que tem capacidade de armazenar energia equivalente a baterias de lítio convencionais , a um custo 40 % menor . A inovação utiliza resíduos agroindustriais e é totalmente biodegradável .
menor	ADJ	0	19	28	0	Pesquisadores brasileiros desenvolveram uma bateria feita de casca de banana que tem capacidade de armazenar energia equivalente a baterias de lítio convencionais , a um custo 40 % menor . A inovação utiliza resíduos agroindustriais e é totalmente biodegradável .
.	PUNCT	0	19	29	0	Pesquisadores brasileiros desenvolveram uma bateria feita de casca de banana que tem capacidade de armazenar energia equivalente a baterias de lítio convencionais , a um custo 40 % menor . A inovação utiliza resíduos agroindustriais e é totalmente biodegradável .
A	DET	0	19	30	0	Pesquisadores brasileiros desenvolveram uma bateria feita de casca de banana que tem capacidade de armazenar energia equivalente a baterias de lítio convencionais , a um custo 40 % menor . A inovação utiliza resíduos agroindustriais e é totalmente biodegradável .
inovação	NOUN	0	19	31	0	Pesquisadores brasileiros desenvolveram uma bateria feita de casca de banana que tem capacidade de armazenar energia equivalente a baterias de lítio convencionais , a um custo 40 % menor . A inovação utiliza resíduos agroindustriais e é totalmente biodegradável .
utiliza	VERB	0	19	32	0	Pesquisadores brasileiros desenvolveram uma bateria feita de casca de banana que tem capacidade de armazenar energia equivalente a baterias de lítio convencionais , a um custo 40 % menor . A inovação utiliza resíduos agroindustriais e é totalmente biodegradável .
resíduos	NOUN	0	19	33	0	Pesquisadores brasileiros desenvolveram uma bateria feita de casca de banana que tem capacidade de armazenar energia equivalente a baterias de lítio convencionais , a um custo 40 % menor . A inovação utiliza resíduos agroindustriais e é totalmente biodegradável .
agroindustriais	ADJ	1	19	34	0	Pesquisadores brasileiros desenvolveram uma bateria feita de casca de banana que tem capacidade de armazenar energia equivalente a baterias de lítio convencionais , a um custo 40 % menor . A inovação utiliza resíduos agroindustriais e é totalmente biodegradável .
e	CCONJ	0	19	35	0	Pesquisadores brasileiros desenvolveram uma bateria feita de casca de banana que tem capacidade de armazenar energia equivalente a baterias de lítio convencionais , a um custo 40 % menor . A inovação utiliza resíduos agroindustriais e é totalmente biodegradável .
é	AUX	0	19	36	0	Pesquisadores brasileiros desenvolveram uma bateria feita de casca de banana que tem capacidade de armazenar energia equivalente a baterias de lítio convencionais , a um custo 40 % menor . A inovação utiliza resíduos agroindustriais e é totalmente biodegradável .
totalmente	ADV	0	19	37	0	Pesquisadores brasileiros desenvolveram uma bateria feita de casca de banana que tem capacidade de armazenar energia equivalente a baterias de lítio convencionais , a um custo 40 % menor . A inovação utiliza resíduos agroindustriais e é totalmente biodegradável .
biodegradável	ADJ	1	19	38	0	Pesquisadores brasileiros desenvolveram uma bateria feita de casca de banana que tem capacidade de armazenar energia equivalente a baterias de lítio convencionais , a um custo 40 % menor . A inovação utiliza resíduos agroindustriais e é totalmente biodegradável .
.	PUNCT	0	19	39	0	Pesquisadores brasileiros desenvolveram uma bateria feita de casca de banana que tem capacidade de armazenar energia equivalente a baterias de lítio convencionais , a um custo 40 % menor . A inovação utiliza resíduos agroindustriais e é totalmente biodegradável .
18	['NOUN', 'ADJ', 'VERB', 'DET', 'NOUN', 'VERB', 'ADP', 'NOUN', 'ADP', 'NOUN', 'PRON', 'VERB', 'NOUN', 'SCONJ', 'VERB', 'NOUN', 'ADJ', 'ADP', 'NOUN', 'ADP', 'NOUN', 'ADJ', 'PUNCT', 'ADP', 'DET', 'NOUN', 'NUM', 'SYM', 'ADJ', 'PUNCT', 'DET', 'NOUN', 'VERB', 'NOUN', 'ADJ', 'CCONJ', 'AUX', 'ADV', 'ADJ', 'PUNCT']	[1, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 1, 0]	19	18	1	Pesquisadores brasileiros desenvolveram uma bateria feita de casca de banana que tem capacidade de armazenar energia equivalente a baterias de lítio convencionais , a um custo 40 % menor . A inovação utiliza resíduos agroindustriais e é totalmente biodegradável .
